event_id_cnty,notes,gold_label,gold_label_full,actor_norm
CAO6011,"On 1 May 2022, military forces clashed with Ambazonian separatists in Fundong (Njinikom, Boyo, Nord-Ouest). 2 separatists were killed and another injured. The separatist fighters allegedly wanted to disrupt the International Labor Day celebrations.",B,Battles,State forces (Cameroon)
CAO2941,"On 6 February 2020, the military forces killed a least 6 people in an attack on Bakebe village, in Akwaya subdivision (Manyu, Sud-Ouest). This happened prior to a visit of the Prime Minister in the region.",V,Violence against civilians,State forces (Cameroon)
CAO6111,"Around 24 May 2022, the Cameroonian military shot randomly in Mbve area of Kumbo (Kumbo, Bui, Nord-Ouest). The bullets went through some houses.",V,Violence against civilians,State forces (Cameroon)
CAO6608,"On 2 September 2022, Cameroonian military forces (BIR) clashed with suspected Boko Haram (JAS) (likely) fighters in Kolofata (Kolofata, Mayo-Sava, Extreme-Nord) leading to 1 wounded soldier. The armed fighters tried to steal livestock when the military forces intervened.",B,Battles,State forces (Cameroon)
CAO4955,"On 18 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Bwitingi village, Buea subdivision (Fako, Sud-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO5718,"On 16 October 2021, the military forces shot and killed a student in Waindo village, Wum subdivision (Menchum, Nord-Ouest). He was accused of being in possession of a military uniform and some ammunition.",V,Violence against civilians,State forces (Cameroon)
CAO9865,"On 28 November 2022, the military forces shot and killed 2 civilians in Banten (Bui, Nord-Ouest). Another person was found dead at their residence but it is unclear if the military forces killed them. The military forces set fire to 2 motorbikes and looted several shops. They also arrested a traditional herbalist accusing them of preparing charms for the Separatists' fighters.",V,Violence against civilians,State forces (Cameroon)
CAO5549,"On 5 October 2021, the military forces shot and killed one Ambazonian separatist at Rendezvous neighborhood of Bamenda city, Bamenda 1 subdivision (Mezam, Nord-Ouest).",B,Battles,State forces (Cameroon)
CAO12811,"On 26 December 2021, two staff of Doctors Without Borders, a driver and a nurse, were arrested in Nguti, Nguti subdivision and taken to Mamfe while transporting a wounded fighter (likely an Ambazonian separatist) to a hospital in Mutengene.",S,Strategic developments,State forces (Cameroon)
CAO4891,"On 24 December 2020, the military forces opened fire on civilians in Owe village, Muyuka subdivision (Fako, Sud-Ouest). One civilian with a preexisting health condition died in the panic created by the attack.",V,Violence against civilians,State forces (Cameroon)
CAO13298,"On 29 March 2024, security forces, coded as the military forces arrested approximately 25 civilians from their homes, business facilities and along the road in Half Mile and Church Street in Limbe (Limbe 1, Fako, Sud-Ouest) during a cordon and search operation. The reasons for the arrests are not known.",S,Strategic developments,State forces (Cameroon)
CAO11468,"On 7 July 2023, state security forces, coded as military forces, arrested 50 civilians during an operation at Ediki Mbonge (Meme, Sud-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO5467,"On 22 July 2021, Ambazonian separatists engaged in fire fights with the military forces in Muea town, Buea subdivision (Fako, Sud-Ouest). There were no fatalities.",B,Battles,State forces (Cameroon)
CAO11934,"Other: On 9 October 2023, state security forces, coded as the military forces, fired several gunshots into the air in Njenka (Balikumbat, Ngo-Ketunjia, Nord-Ouest) for unknown reasons. Casualties unknown.",S,Strategic developments,State forces (Cameroon)
CAO15366,"On 14 August 2024, after receiving a tip-off, security forces, coded as the military forces, ambushed and clashed with Ambazonian Separatists from the Restoration Forces faction at the Separatist hideout in Kandef, Muyuka subdivision (Muyuka, Fako, Sud-Ouest). 3 Separatists were killed and 4 others escaped with injuries. The military forces recovered weapons, including melee weapons and IED materi",B,Battles,State forces (Cameroon)
CAO6152,"On 10 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed 2 civilians in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",B,Battles,State forces (Cameroon)
CAO4717,"On 28 October 2020, the military forces engaged in fire fight with Ambazonian separatists in Bambalang town (Ngo-ketunjia, Nord-Ouest), resulting in 5 people getting killed.",B,Battles,State forces (Cameroon)
CAO12490,"On 21 July 2023, state security forces (coded as military) physically assaulted a woman along the road in Kumba (Meme, Sud-Ouest), and forced her to roll in mud for unknown reasons. No information on injuries.",V,Violence against civilians,State forces (Cameroon)
CAO4983,"On 27 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Bamali town, Balikumbat subdivision (Ngo-Ketunjia, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO13920,"On 15 July 2024, overnight, military forces clashed with Boko Haram (JAS) (likely) militants after the militants killed 4 civilians and abducted 1 in Sandawadjiri (Kolofata, Mayo-Sava, Extreme-Nord). The military killed 2 to 4 militants and seized their weapons. Fatalities coded as 6.",B,Battles,State forces (Cameroon)
CAO11454,"On 5 July 2023, state security forces, coded as military forces, arrested about 25 civilians from their residences in Ndikolo (Meme, Sud-Ouest) during a raid to dislodge the hideout of an Ambazonian Separatist called General Black Wrappen who had fled before the forces' arrival.",S,Strategic developments,State forces (Cameroon)
CAO7106,"On 22 February 2023, Cameroonian military forces ambushed four suspected Boko Haram (JAS) (likely) fighters who were transporting livestock along the Guederou - Grea road, coded to Guederou (Kolofata, Mayo-Sava, Extreme-Nord). 2 of the fighters were killed and the livestock scattered away.",B,Battles,State forces (Cameroon)
CAO7219,"On 7 April 2023, soldiers arrested over 60 civilians in Ashong (Batibo, Momo, Nord-Ouest). The military had arrived to the village to search for Ambazonian Separatists fighters. The military also broke into civilians houses and looted their items. Some of those arrested were taken to the Gendarmerie Brigade in Batibo, while others were taken to Bamenda.",S,Strategic developments,State forces (Cameroon)
CAO9505,"On 10 October 2022, the military forces ambushed and killed 2 suspected Ambazonian Separatists in Bole Bakundu near Bole (Meme, Sud-Ouest).",B,Battles,State forces (Cameroon)
CAO9743,"Other: On 6 November 2022, the military forces fired sporadic gunshots in the air and arrested several civilians in Buea (Buea, Fako, Sud-Ouest). The civilians were later released after paying an unspecified amount of money. There were no fatalities.",S,Strategic developments,State forces (Cameroon)
CAO11092,"On 7 January 2024, the military forces attacked Ambazonian Separatists at a vehicle checkpoint and shot dead two of them in Kumbo (Kumbo, Bui, Nord-Ouest), while others escaped with injuries.",B,Battles,State forces (Cameroon)
CAO14812,"On 17 July 2024, a soldier beat and injured a businessman at his shop in Mbanga Fishing Dwelling, coded to Kombo Itindi (Kombo Itindi, Ndian, Sud-Ouest) following an altercation.",V,Violence against civilians,State forces (Cameroon)
CAO12282,"On 19 September 2023, Gendarmes forces killed a civilians at Belo, coded to Oku (Boyo, Nord-Ouest) during a raid to dislodge Ambazonian Separatists. The victim was a mentally unstable person whose identity was mistaken due to his physical appearance and hairstyle.",V,Violence against civilians,State forces (Cameroon)
CAO4561,"On 18 April 2021, the military forces raided Badun village, Nguti subdivision (Koupe-Manengouba, Sud-Ouest), killing 4 people, and arresting 15 others.",V,Violence against civilians,State forces (Cameroon)
CAO14064,"On 2 August 2024, the military forces and the Gaboua self-defense militia clashed and repelled an attack from Boko Haram (JAS) (likely) militants in Gaboua (Koza, Mayo-Tsanaga, Extreme-Nord). Casualties unknown.",B,Battles,State forces (Cameroon)
CAO14114,"On 23 May 2024, security forces members, coded as the military forces, arrested and beat 20 commercial motorcycle riders, including their union leaders, from their private residences in Manja (Mundemba, Ndian, Sud-Ouest). There were no fatalities. The military forces accused the civilians of failing to inform them of the Separatist presence and their connection to the death of soldiers in Mundemba",V,Violence against civilians,State forces (Cameroon)
CAO14541,"On 22 June 2024, the security forces, coded as the military forces, attacked and clashed with Ambazonian Separatists from the Restoration Forces faction by a motel in Owe (Muyuka, Fako, Sud-Ouest). 1 soldier was killed and 3 Separatists were injured.",B,Battles,State forces (Cameroon)
CAO3495,"On 20 July 2020, police forces arrested and tortured a taxi driver in Douala city (Wouri, Littoral) for poorly parking his taxi. The victim later died of his wounds.",V,Violence against civilians,State forces (Cameroon)
CAO5487,"On 16 August 2021, the military forces tortured several civilians, and looted properties during a raid in Bamenda - Chomba village, Bamenda 2 subdivision (Mezam, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO4716,"On 20 May 2020, the military forces engaged in fire fights with Ambazonian separatists in Njinikom village, Fundong subdivision (Boyo, Nord-Ouest), resulting in 7 separatists fighters getting killed.",B,Battles,State forces (Cameroon)
CAO12795,"On 3 August 2021, military forces stormed the compound and arrested the family of the Commander of an armed group, popularly known as General No Pity, in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest). This prompted him to issue a number of threats against military authorities if his family was not released within 48 hours.",E,Explosions/Remote violence,State forces (Cameroon)
CAO12190,"Other: On 18 August 2023, state security forces (coded as military) fired gunshots in Sho, Belo commune, coded to Oku (Boyo, Nord-Ouest) in order to provoke Ambazonian Separatists to confront them. They left without having a confrrontation with them.",S,Strategic developments,State forces (Cameroon)
CAO3901,"On 17 September 2020, the security forces (assumed Military Forces) arrested 'scores' of civilians during a raid in Bakweri town (Fako, Sud-Ouest).",S,Strategic developments,State forces (Cameroon)
